Date,Country,City
2021-06-15 16:24:20,Brazil,Goianésia
2022-04-23 15:45:53,United States,Altus
2019-11-03 00:42:19,Japan,Tonami
2023-08-13 09:27:04,Brazil,Garopaba
2020-05-01 15:05:28,Germany,Viersen
2025-08-06 22:33:24,United States,Maryland City
2024-03-06 09:21:25,United States,Fox Chase
2024-01-13 02:26:57,United States,Detroit-Shoreway
2024-08-05 10:47:13,India,Chandia
2024-08-13 03:18:07,India,Tūndla
2019-05-24 08:23:54,Brazil,Bacabeira
2020-03-17 04:08:24,United States,San Bruno
2019-12-19 11:14:25,United Kingdom,Newton-le-Willows
2022-01-11 08:13:03,United States,Narragansett
2016-10-29 03:59:10,India,Dhaurahra
2023-04-08 23:20:43,Brazil,Jussara
2020-08-01 20:32:16,United States,Stockbridge
2019-04-02 23:47:41,Brazil,Mombaça
2016-09-24 08:37:37,Mexico,Las Pintitas
2023-05-22 01:56:29,United Kingdom,Motherwell
2024-06-19 15:20:33,United Kingdom,Gelligaer
2023-04-11 12:55:42,India,Rehli
2021-02-01 18:24:12,United States,Alafaya
2024-08-31 23:38:28,United States,Dunwoody
2016-12-05 20:59:15,Japan,Shōbu
2015-10-21 09:07:52,France,Blois
2017-04-19 02:36:24,India,Warangal
2017-05-05 13:59:02,France,Saint-Loup
2025-09-20 10:14:21,Brazil,Rio Verde de Mato Grosso
2021-07-05 02:20:21,United Kingdom,Keighley
2019-09-21 08:40:32,India,Kachhwa
2020-04-01 04:00:49,India,Kānt
2017-11-03 07:46:08,Germany,Singen
2022-02-17 10:57:51,France,Saintes
2019-04-04 09:24:19,United States,Cranston
2018-06-29 03:33:25,India,Khambhāliya
2017-08-13 17:08:24,Brazil,Tamandaré
2019-07-09 21:16:11,India,Chikodi
2018-07-20 20:52:43,India,Pithorāgarh
2020-06-05 11:04:23,India,Gooty
2018-07-24 04:01:58,United States,Sun Prairie
2021-06-14 06:01:47,France,Maisons-Alfort
2018-05-19 11:55:13,India,Chennai
2016-12-23 12:29:37,United States,Agua Caliente
2020-06-20 09:10:53,India,Pīlibhīt
2023-02-14 05:56:12,Brazil,Mococa
2016-04-06 22:41:22,India,Udalguri
2025-07-12 09:19:20,France,Orly
2016-06-02 08:27:41,India,Ponnur
2021-10-01 17:07:00,Brazil,Amargosa
2019-09-09 04:40:27,India,Pārvatipuram
2016-12-15 15:06:41,Japan,Oga
2018-02-10 22:59:35,India,Jagtiāl
2016-08-18 04:36:10,India,Palwal Rural
2022-08-26 15:16:28,Brazil,Júlio de Castilhos
2018-06-29 07:52:11,United States,Morganton
2024-11-02 23:24:14,India,Poonamalle
2016-07-09 00:55:45,Canada,Baie-Comeau
2020-03-28 22:16:39,Brazil,São Miguel do Guamá
2019-11-14 05:19:20,Japan,Yokkaichi
2016-10-11 06:11:08,Spain,Huercal-Overa
2018-09-06 19:44:25,India,Jāmner
2016-10-15 13:33:18,United States,Saint Matthews
2022-08-07 16:54:25,Brazil,Piracuruca
2019-08-25 05:35:23,India,Pithāpuram
2016-09-02 11:58:30,Australia,Southbank
2016-02-22 08:31:39,United States,Euclid
2016-02-19 14:10:01,Canada,Camrose
2019-05-28 19:25:16,United Kingdom,Caerphilly
2016-01-12 09:01:35,India,Mettur
2018-03-03 18:32:54,United States,Amarillo
2024-05-21 00:43:09,United States,Newark
2015-11-15 10:55:16,India,Moram
2019-01-17 00:17:09,Brazil,Custódia
2016-03-21 04:33:26,France,Pertuis
2021-11-13 01:11:26,Japan,Komatsushimachō
2022-10-04 06:34:55,Australia,Maryborough
2023-11-07 07:27:10,India,Akaltara
2019-10-12 09:20:30,United States,Pocatello
2016-01-31 01:22:45,Australia,Moonee Ponds
2017-07-02 16:10:52,France,Lunéville
2020-10-29 03:54:15,Germany,Cottbus
2017-08-11 11:18:42,India,Medininagar
2017-04-17 03:48:41,India,Akalkuva
2017-03-03 07:59:41,Canada,Cobourg
2018-09-13 05:28:11,United Kingdom,Aberdeen
2019-12-08 09:50:01,India,Mukeriān
2023-09-22 17:26:45,France,Chilly-Mazarin
796.78,2018-12-05 14:57:43,British Indian Ocean Territory (Chagos Archipelago),West Springfield
2021-01-26 13:26:59,India,Vādāsinor
2016-08-14 18:53:11,Japan,Azumino
2020-05-02 08:43:39,Germany,Goslar
2023-09-12 20:03:20,Italy,Seriate
2018-05-09 22:07:36,Japan,Tamaru
2023-09-16 13:21:45,United Kingdom,Hinckley
2023-06-16 21:52:49,United States,Joliet
2024-12-11 19:43:08,Canada,Terrace
2021-03-06 01:11:22,Brazil,Capistrano
2022-09-01 21:50:49,Canada,Brocklehurst
2016-08-08 01:01:07,Australia,Hawthorn
2022-06-19 06:48:54,Italy,Guidonia Montecelio
2023-11-01 04:02:16,Italy,Genzano di Roma
2019-10-13 12:55:34,United Kingdom,Faversham
2022-01-26 05:33:04,Italy,Udine
2017-04-03 01:45:53,Brazil,Peruíbe
2024-03-15 17:44:53,Japan,Arida
2015-11-27 16:10:33,India,Mon
2015-11-11 06:22:03,Spain,Onda
2016-05-20 00:19:03,Australia,Keysborough
2020-08-28 12:48:10,Italy,Chioggia
2025-05-03 05:58:02,Brazil,Ibiporã
2021-09-03 18:21:19,Italy,Gallipoli
2018-05-15 08:26:51,Mexico,José Cardel
2021-06-02 07:44:06,Germany,Bad Aibling
2019-08-05 19:25:37,Brazil,Curionópolis
2025-08-22 20:19:22,Germany,Reinickendorf
2016-07-03 00:24:15,India,Ballia
2021-12-22 08:57:00,United States,Bel Air South
2019-02-16 05:30:27,India,Khair
2018-08-12 06:06:24,India,Kumarapalayam
2018-10-20 14:36:58,Spain,Sant Quirze del Vallès
2021-04-29 23:33:14,United States,Summerville
2020-05-24 13:29:56,India,Chāchaura
2019-05-15 08:50:31,Japan,Nomimachi
2015-12-04 15:57:49,India,Mustafābād
2018-03-07 13:48:02,Japan,Shuzenji
2023-01-01 05:39:57,India,Bijaipur
2020-11-22 11:44:36,United Kingdom,Hunts Cross
2023-12-20 13:34:21,United States,Painesville
2024-12-02 13:02:17,United States,Farragut
2020-08-11 10:05:39,United States,Phoenix
2024-10-10 11:56:31,United Kingdom,Wigston Magna
2022-11-22 22:06:47,United Kingdom,Barnet
2017-07-21 05:20:53,Mexico,San Juan de los Lagos
2019-09-30 15:46:02,Italy,Massa
2016-01-26 11:21:29,Germany,Lahr
2022-04-30 06:08:30,United States,Paramus
2023-11-07 11:05:51,Germany,Velbert
2022-02-23 13:14:27,India,Jaswantnagar
2016-11-21 03:51:19,France,Annonay
2017-03-31 03:25:14,Australia,Bankstown
2024-01-18 18:17:14,India,Arukutti
2024-10-02 11:40:56,Italy,Mondragone
2019-11-28 11:19:03,Australia,Westmead
2019-01-03 07:12:10,Japan,Tsurugi-asahimachi
2023-05-29 23:01:44,United States,Whitestone
2018-03-25 15:21:30,United States,Rocky River
2025-09-30 23:34:30,Italy,Fornacelle
2025-04-20 18:25:27,Brazil,Goiatuba
2016-10-11 05:35:11,United States,Swansea
2020-03-25 07:02:09,United Kingdom,Abingdon
2021-01-12 09:53:41,Germany,Schwäbisch Gmünd
2019-11-11 10:37:53,India,Barjala
2023-06-29 14:31:44,Brazil,Esteio
2022-10-07 15:42:38,Brazil,Catanduva
2023-12-25 20:26:19,Mexico,Alvarado
2017-06-13 06:11:00,India,Sojītra
2018-06-18 08:02:11,United States,Alexandria
2024-11-13 13:02:56,Germany,Hückelhoven
2022-06-16 06:15:44,United States,Stillwater
2024-09-25 12:01:28,Brazil,Rio Bananal
2024-03-30 23:50:15,Canada,Swift Current
2017-08-04 04:42:52,Australia,Wangaratta
2016-09-16 18:35:50,Japan,Buzen
2018-10-12 10:20:12,Brazil,Itupeva
2023-02-02 07:03:14,Italy,San Pietro a Patierno
2024-09-21 17:22:27,Japan,Tahara
2023-02-15 01:24:02,Italy,Bronte
2018-01-10 03:13:04,Brazil,Brodowski
2023-07-05 00:21:33,Brazil,Rosário
2019-04-09 19:26:25,Brazil,Belo Jardim
2019-09-10 02:26:39,Brazil,Conceição
2020-01-29 17:44:44,France,Tourlaville
2016-08-25 18:47:25,France,Fontenay-sous-Bois
2198.05,2017-07-31 13:33:42,Azerbaijan,Anchorage
2020-02-02 21:21:53,Italy,Bussolengo
2020-10-15 04:21:27,Brazil,Araucária
2025-08-06 09:14:17,United States,Rogers
2023-11-25 07:42:06,Italy,Caserta
2021-12-15 15:39:48,Brazil,Perus
2018-12-22 13:22:37,United States,Chino Hills
2023-04-22 19:02:39,India,Un
2021-06-02 15:59:13,United States,Charleston
2016-10-31 06:17:48,Spain,l'Alfàs del Pi
2020-05-14 12:48:41,Brazil,São Joaquim de Bicas
2023-05-05 21:25:37,Brazil,Valença
2022-05-25 14:31:11,Spain,Valdebernardo
2020-08-31 20:01:13,Germany,Versmold
2019-08-20 12:05:39,United Kingdom,Airdrie
2016-09-24 22:05:31,United Kingdom,Gateshead
2024-05-23 16:30:52,United States,Mount Vernon
2021-04-01 05:13:36,Brazil,São Paulo do Potengi
2024-01-20 03:24:25,United States,Pace
2023-03-10 03:19:44,Germany,Stellingen
2022-03-22 18:55:16,France,Saint-Jean-de-la-Ruelle
2021-06-28 04:45:04,France,Dreux
2019-01-24 00:34:44,India,Mungaoli
2020-01-01 08:51:56,Germany,Lichtenfels
2020-08-20 08:42:05,United States,Davie
2025-06-06 23:05:34,Brazil,Miracema do Tocantins
2018-06-08 09:14:48,India,Sirsi
2019-09-28 02:56:41,Brazil,Sobradinho
2025-06-25 00:39:45,Brazil,Coração de Jesus
2024-05-26 05:39:33,Germany,Buckow
2019-02-27 03:02:01,United States,Cullman
2016-11-30 03:58:03,United States,Janesville
2023-03-17 15:59:20,India,Chāndūr
2025-10-14 23:57:27,India,Sānchor
2024-08-13 07:09:43,Mexico,Progreso de Alvaro Obregon
2025-06-02 12:38:01,United States,Richmond Hill
2018-09-01 07:18:12,Germany,Seligenstadt
2024-10-02 16:53:20,Germany,Johannisthal
2024-01-22 16:52:05,India,Kottaikuppam
2018-08-07 17:47:44,United States,Melrose
2019-03-03 20:53:25,Brazil,Paty do Alferes
2016-06-30 07:50:03,United States,Albany
2020-06-07 00:33:24,United States,Douglasville
2024-02-27 19:11:45,United States,Corsicana
2025-09-04 16:48:27,Brazil,Arapoti
2021-05-02 12:29:30,India,Mahesāna
2015-12-17 06:23:59,Japan,Yoshikawa
2023-11-25 19:05:24,Japan,Murayama
2022-04-27 16:19:12,Japan,Ibaraki
2018-05-14 18:27:48,Australia,Duncraig
2016-02-22 02:02:52,Germany,Garmisch-Partenkirchen
2019-12-04 15:19:26,Germany,Radevormwald
2016-09-09 14:48:59,United Kingdom,Loughborough
2017-08-22 09:36:23,India,Ayyampettāi
2024-07-28 09:15:28,Canada,Victoriaville
2017-02-11 03:29:50,United States,Sanger
2020-11-25 17:49:19,United Kingdom,High Peak
2025-08-04 14:38:27,Brazil,Irecê
2016-02-18 13:35:54,India,Machilīpatnam
2022-12-01 21:56:26,United States,Dale City
2020-05-30 21:41:27,India,Nokha
2018-05-24 19:05:40,Germany,Preetz
2024-05-29 06:26:21,India,Tarāna
2017-02-19 07:00:56,Mexico,Santiago Teyahualco
2025-03-29 07:00:34,India,Koregaon
2025-09-12 09:13:37,United States,Saratoga Springs
2022-10-05 13:40:03,India,Lunglei
2019-05-27 12:17:32,Germany,Haselhorst
2021-01-12 15:21:22,Germany,Zweibrücken
2019-06-20 18:55:47,Brazil,Andorinha
2016-10-02 07:36:02,India,Mau Aimma
2021-04-15 21:32:30,Japan,Kirishima
2017-12-26 19:08:19,United States,Kansas City
2017-05-14 17:47:32,Brazil,Nanuque
2020-03-17 05:48:55,Italy,Schio
2020-05-06 04:49:17,Canada,Terrebonne
2016-09-02 19:44:03,United States,Liliha - Kapalama
2022-04-11 05:22:48,France,Marseille 06
2025-03-16 12:56:51,Germany,Loxstedt
2023-05-27 16:55:51,Brazil,Formosa
2017-05-02 08:00:06,Brazil,Vila Prudente
2024-06-06 17:57:53,India,Dāsna
2015-12-01 11:29:25,Japan,Ōgaki
2023-08-20 12:06:03,Germany,Bergheim
2020-06-24 20:09:41,Mexico,Teapa
2019-06-17 17:09:53,United Kingdom,Peterlee
2020-06-11 04:10:28,United Kingdom,Yateley
2024-06-12 01:02:48,Brazil,Indiaroba
2020-07-22 16:03:22,Canada,Mont-Royal
2020-04-25 03:59:41,Germany,Bad Segeberg
2021-08-15 08:15:23,United States,South Laurel
2019-01-27 02:24:09,Brazil,Várzea Alegre
2020-06-24 22:33:29,Japan,Kitami
2025-07-28 16:23:05,Spain,Talavera de la Reina
2023-06-25 03:16:10,Mexico,Atlixco
2019-01-09 23:31:32,India,Rameswaram
2023-08-21 01:00:07,India,Lakhyabad
2020-10-14 10:45:36,Brazil,Manaquiri
2022-10-25 08:23:51,Brazil,Senhor do Bonfim
2017-08-31 06:43:38,France,Nogent-sur-Oise
2017-08-28 13:21:16,United Kingdom,Swadlincote
2017-09-24 00:19:51,Brazil,São Luiz Gonzaga
2022-10-01 16:20:00,India,Kāmārhāti
2016-12-25 23:50:48,Germany,Preetz
2020-12-11 22:15:24,United States,Commerce City
2016-02-14 03:52:46,India,Dhone
2020-05-12 21:17:04,India,Alībāg
2018-07-22 11:02:17,Spain,Alcalá de Henares
2024-02-13 03:57:30,France,Sainte-Marguerite
2016-07-14 23:59:26,India,Hatta
2020-10-24 15:51:31,Japan,Asahikawa
2017-01-26 13:14:41,India,Mokokchūng
2018-08-17 00:06:09,United States,Chino
2025-01-13 10:08:35,Brazil,Laguna
2020-10-03 22:49:43,India,Hassan
2022-10-25 18:53:06,United Kingdom,Belfast
3398.62,2018-03-13 04:26:04,Libyan Arab Jamahiriya,Santiago Papasquiaro
2018-04-29 04:28:27,Italy,Avellino
2021-10-29 17:50:23,India,Nādbai
2023-10-13 16:47:34,United States,Shaker Heights
2020-07-03 11:15:03,United States,New Berlin
2019-07-01 07:48:28,Germany,Bad Rappenau
2023-12-05 23:44:30,Japan,Namegata
2019-09-10 19:25:24,United States,North Creek
2019-07-25 18:56:21,Canada,St. Andrew-Windfields
2022-02-10 04:37:50,Germany,Hamburg
2017-05-11 20:05:03,Japan,"Misato, Saitama"
2023-05-26 11:24:27,Japan,Gōtsuchō
2023-01-26 20:44:37,United States,La Cañada Flintridge
2017-02-17 19:50:52,Japan,Wadayama
2024-06-02 12:08:18,Mexico,Ciudad Hidalgo
2017-08-08 05:24:03,Italy,Catanzaro
2020-09-20 03:06:31,Mexico,San Francisco Acuautla
2018-02-19 08:56:30,United States,El Cajon
2021-08-15 12:09:49,Brazil,Anajás
2024-09-15 05:58:38,Japan,Kamiiso
2015-12-15 23:08:09,Australia,Morayfield
2020-12-04 23:01:41,Brazil,Ibicoara
2022-06-27 22:39:33,Germany,Wassenberg
2022-07-17 22:24:03,Brazil,Pirituba
2023-05-09 03:36:19,France,Saint-Ambroise
2023-01-06 09:47:17,United States,Oak Lawn
2025-04-19 23:59:39,United States,Garden City
2018-08-06 19:48:56,India,Thiruthani
2023-10-16 14:14:55,Mexico,Tepeapulco
2025-09-16 03:28:02,Brazil,Manacapuru
2023-09-04 04:39:29,Brazil,Marituba
2024-11-08 07:31:25,India,Nagīna
2019-05-02 12:37:09,Japan,Masaki-chō
2019-06-20 08:24:06,United Kingdom,Rawmarsh
2018-07-28 18:23:24,Brazil,Canela
2021-11-13 10:42:25,Italy,San Sebastiano
2023-02-05 12:42:22,United Kingdom,Upper Norwood
2018-10-27 19:20:03,United States,Sylmar
2018-05-18 16:56:55,United States,Alvin
2016-09-25 01:31:15,France,Quinze-Vingts
2017-03-18 05:23:47,India,Kālna
2024-08-30 12:18:56,Spain,Sant Antoni de Portmany
2019-08-27 06:39:47,Canada,Sherwood Park
2025-02-13 18:40:56,India,Zira
2019-01-06 17:30:57,India,Charkhi Dādri
2023-06-05 13:48:31,United States,Gaithersburg
2018-01-23 06:18:21,United States,Middletown
2024-01-15 23:12:50,Germany,Düsseldorf
2023-09-11 23:51:32,Brazil,Nova Friburgo
2779.23,2047-07-20 09:13:33,France,Lens
2024-10-18 16:01:46,United Kingdom,Brymbo
2021-10-12 08:25:04,United States,Lewiston
2022-09-25 01:39:28,Brazil,Catende
2020-12-31 17:32:21,Brazil,Presidente Epitácio
2019-07-20 13:45:57,India,Poonamalle
2018-07-14 16:03:12,United States,Douglasville
2017-10-16 00:22:55,Brazil,Belmonte
2021-01-08 10:14:33,Italy,Vibo Valentia
2020-01-15 04:04:15,Germany,Staaken
2022-12-17 01:01:32,India,Āyanchēri
2017-10-17 19:12:04,Brazil,Porto Alegre
2018-03-21 06:28:48,United Kingdom,Leicester
2021-12-21 13:57:35,United Kingdom,Darwen
2021-02-13 04:59:46,United States,Miami Lakes
2025-07-03 18:19:50,United States,Keene
2020-01-02 19:31:10,Japan,Mito
2022-05-08 21:20:18,India,Kākināda
2020-10-31 00:08:05,India,Deoli
2018-09-03 21:19:07,Spain,Castilla
3495.72,2047-08-01 21:54:25,India,Pindwāra
2021-04-13 16:22:52,Germany,Tübingen
2024-11-06 22:10:48,India,Jānjgīr
2018-06-26 07:07:44,India,Patiriyat
2017-07-23 11:26:42,United States,Elmwood
2016-06-30 21:40:40,India,Tehri
2019-09-05 09:04:06,Brazil,Tanabi
2016-02-08 22:50:29,Italy,Andria
2018-10-17 17:29:20,Mexico,San Jerónimo
2022-09-26 16:55:22,France,Pontarlier
2022-05-04 18:14:01,Brazil,Muritiba
2025-06-14 18:00:51,Brazil,Mandaguari
2019-09-15 10:40:18,Canada,Mount Pleasant East
2018-07-04 03:31:05,India,Beri Khās
2017-10-16 08:56:19,United States,Brooklyn Center
2018-06-13 08:53:28,India,Parbhani
2016-10-10 15:51:41,Germany,Quedlinburg
2019-04-03 21:00:28,India,Puducherry
2021-11-06 00:54:41,Brazil,Novo Airão
2021-06-03 05:19:13,United Kingdom,Solihull
2018-08-26 03:49:12,Japan,Toyoyama
2022-06-06 17:03:34,Japan,Kōtari
2019-12-29 12:49:58,Italy,Matera
2020-04-13 10:31:28,Canada,Maywood
2022-02-22 05:11:57,India,Jetpur
2021-03-02 18:22:53,India,Ankola
2020-03-18 04:55:12,United States,Fishtown
2023-12-24 17:27:41,Germany,Sehnde
2018-10-11 10:15:55,Mexico,Rioverde
2024-10-06 19:13:51,Mexico,Atlixco
2020-11-21 21:59:11,Brazil,Vila Mariana
2018-12-06 17:41:39,Australia,Mount Isa
2021-03-11 04:31:34,United States,Dorchester
2017-07-16 15:15:57,India,Sholapur
2021-04-19 16:24:43,India,Tehri
2025-03-03 23:11:50,Brazil,Maracanaú
2022-03-25 19:27:47,Brazil,Rio Maria
2016-07-06 21:56:14,Brazil,Inhapim
2023-10-26 18:01:58,India,Ayanavelikulangara Vadakku
2015-11-04 23:28:56,Brazil,Santo Antônio de Posse
2018-10-19 00:43:29,United States,North Brunswick
2023-06-03 16:21:47,Mexico,Zumpango
2018-06-19 14:23:53,Mexico,Tecámac
2017-03-12 11:27:13,Spain,Embajadores
2020-06-24 04:31:04,Brazil,Brumado
2022-03-15 15:06:41,Brazil,Tanhaçu
2025-03-30 02:56:38,United States,Kenmore
2019-08-20 05:53:55,Brazil,Cláudio
2016-04-07 09:18:37,Mexico,Jesús del Monte
2016-05-07 05:10:44,India,Penukonda
2021-01-08 16:57:50,United States,Nederland
2019-11-23 21:30:12,India,Srirāmpur
2020-01-08 02:21:59,India,Maddūr
2021-02-25 00:04:13,Brazil,São João
2020-12-09 07:23:04,United States,Carteret
2017-04-21 17:52:46,India,Parbhani
2016-02-06 21:55:28,India,Karuva
2020-04-10 16:36:03,Germany,Biberach an der Riß
2015-11-14 00:55:37,United States,Melrose
2024-08-22 20:07:35,Germany,Geseke
2016-11-18 16:45:23,India,Dhārni
2021-03-31 00:24:41,Brazil,Sacramento
2016-08-17 21:49:59,Brazil,Louveira
2023-03-27 13:00:37,United States,Englewood
2020-03-05 08:15:43,India,Ghorabandha
2018-12-31 10:09:38,United Kingdom,Dunfermline
2024-06-05 23:41:52,Italy,Frascati
2017-04-05 10:47:20,India,Kākori
2024-05-07 07:35:54,United Kingdom,Barnes
2023-01-09 21:21:59,Brazil,Capelinha
2017-04-13 01:40:20,Italy,Vercelli
2020-01-13 14:56:05,India,Rafiganj
2022-02-12 02:52:53,Mexico,Chalco
2017-12-26 02:29:01,Mexico,Jalostotitlán
2018-11-25 01:36:28,United Kingdom,Maesteg
2015-11-25 20:44:32,Italy,Montevarchi
2017-04-27 06:54:39,United States,Pembroke Pines
2021-06-16 08:33:25,United States,Leisure City
2020-04-20 01:18:43,France,Bry-sur-Marne
2022-05-03 10:27:45,France,Châtellerault
2022-03-03 19:58:18,United Kingdom,Wellington
2019-01-16 08:45:32,France,Gap
2020-07-12 07:19:07,United Kingdom,Wednesfield
2021-11-11 19:58:23,United Kingdom,Manchester
2017-06-08 09:50:56,Brazil,Içara
2025-06-23 07:46:51,India,Bagha Purana
2023-07-03 15:57:20,Germany,Wangen
2019-07-21 12:22:50,India,Chakapara
2019-07-04 06:39:20,India,Sasarām
2017-09-26 01:29:01,India,Moonniyur
2019-03-16 07:44:44,Australia,Kingsford
2024-07-18 18:17:17,Italy,Cordenons
2022-02-11 18:33:11,India,Nayāgarh
2024-07-18 16:56:22,Italy,Conegliano
2022-04-01 11:33:11,Italy,Gaeta
2024-01-19 02:05:44,United Kingdom,Belfast
2020-11-01 06:14:08,India,Patrātu
2022-03-07 19:14:38,United States,Ruskin
2017-04-30 03:26:08,Mexico,Matehuala
2019-11-13 09:34:25,United States,San Carlos
2016-07-03 20:41:47,United States,Millbrook
2023-05-19 10:24:23,France,Vallauris
2017-10-24 01:18:53,Germany,Deutz
2025-09-13 15:33:34,Australia,Springfield Lakes
2018-03-25 18:02:17,United Kingdom,Airdrie
2017-08-29 19:46:33,Japan,Toyota
2025-06-09 05:37:58,India,Jālaun
2023-11-24 20:58:52,United States,Franconia
2022-08-02 21:12:40,Japan,Nagano
2019-03-25 15:51:36,Mexico,Jamay
2017-01-30 11:23:49,United States,West Gulfport
2022-10-31 15:43:00,Australia,Point Cook
2019-05-23 04:04:08,India,Bareilly
2019-05-24 03:42:44,Mexico,Umán
2021-10-08 04:54:57,United States,Richmond
2023-06-06 17:58:12,Japan,Shimotsuke
536.44,2053-09-16 04:46:13,Brazil,Goianésia
2024-08-19 20:44:42,France,Saint-Omer
955.78,2017-09-24 00:13:12,Mexico,Lake Johnside
2022-05-16 19:34:47,United States,Oakland
2023-04-01 19:19:42,India,Niz-Hajo
2024-03-19 07:50:54,Brazil,Vacaria
2023-09-30 00:55:11,Mexico,Villahermosa
2017-12-04 11:15:55,Mexico,Pinotepa Nacional
2017-02-05 11:46:59,Japan,Ogi
2021-08-06 12:47:03,Canada,Red Deer
2022-06-15 11:19:15,Spain,Zubia
2022-12-17 03:41:55,India,Shirpur
2021-10-02 12:38:14,France,Villejuif
2022-11-09 19:33:13,United States,Plainfield
2025-03-08 12:00:09,Brazil,Nova Andradina
2023-02-18 19:14:11,Germany,Penzberg
2019-11-30 14:14:10,United Kingdom,Pitsea
2018-11-07 17:02:58,Mexico,Coatzintla
2023-08-04 15:56:10,India,Nawābganj
2025-05-19 05:38:50,United States,Aliamanu / Salt Lakes / Foster Village
2018-01-09 12:33:23,Italy,Vanchiglia
2024-06-08 14:18:31,India,Pīleru
2015-11-25 14:28:05,Australia,Hawthorn
2018-11-13 04:55:37,United States,Anaheim
2020-06-30 19:31:23,Italy,Orta Nova
2018-05-25 04:47:15,Mexico,Toluca
2020-03-04 12:49:05,Japan,Ibusuki
2021-11-10 10:27:50,Japan,Aomori
2019-09-20 19:45:24,Brazil,Mirassol d'Oeste
2015-11-21 07:08:38,India,Perunād
2023-01-23 00:49:06,India,Najafgarh
2019-07-24 11:36:18,Spain,Fontarrón
2023-03-21 10:16:05,Canada,Moncton
2019-10-22 04:18:22,Mexico,Santa Rosa Jáuregui
2016-02-29 18:10:35,France,Agde
2021-11-05 15:14:02,Brazil,Taquaritinga
2022-03-04 12:52:10,India,Piravam
2020-10-13 08:41:02,India,Salem
2024-03-05 22:09:24,Germany,Wiesbaden
2025-04-28 03:53:25,Mexico,Atotonilco el Alto
2015-11-05 09:03:30,Brazil,São Mateus do Maranhão
2019-12-27 07:08:16,Germany,Glinde
2017-03-24 18:53:48,France,Romorantin-Lanthenay
2017-12-17 06:53:42,Germany,Seevetal
2017-06-10 11:33:46,United States,Alpharetta
2020-08-19 05:34:33,France,Asnières-sur-Seine
2020-06-28 21:49:12,Mexico,Puerto Vallarta
2016-04-11 15:15:53,Japan,Miura
2025-07-13 17:19:12,Brazil,Cafarnaum
2020-02-04 01:12:00,Japan,Tsukuba
2022-09-10 03:57:50,Brazil,Ibipeba
2022-12-23 16:48:11,India,Kātpādi
2025-06-09 17:57:36,India,Tirorā
2016-11-24 04:15:46,United States,Hillside
2025-08-08 23:23:17,Germany,Gartenstadt
2017-03-06 04:11:02,United Kingdom,Barking
2023-05-12 22:53:04,United States,Five Corners
2016-11-15 06:09:19,Italy,Empoli
2025-09-10 20:20:10,Spain,La Unión
2024-08-27 19:39:00,United States,Laurelton
2017-08-19 07:00:41,India,Bagaha
2022-03-28 21:08:32,Brazil,Monte Santo
2025-07-03 01:19:17,France,Plaisance-du-Touch
2025-04-12 02:08:44,United Kingdom,New Cross
2023-01-25 14:04:05,Japan,Toneri
2023-06-18 16:21:03,United States,Kendale Lakes
2018-01-08 22:41:09,Germany,Charlottenburg
2015-10-27 14:36:55,Japan,Ajiki
